age,gender,province,education,language,religion,n
60-74,Male,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",English only,Yes,40
60-74,Male,Newfoundland and Labrador,Degree above the bachelor's level,English only,No,2
60-74,Male,Newfoundland and Labrador,Degree above the bachelor's level,English only,Yes,1
60-74,Male,Newfoundland and Labrador,Don't know/ Prefer not to answer,Both English and French,Yes,1
60-74,Male,Newfoundland and Labrador,Don't know/ Prefer not to answer,English only,Yes,3
60-74,Male,Newfoundland and Labrador,High school diploma or its equivalent,English only,No,1
60-74,Male,Newfoundland and Labrador,High school diploma or its equivalent,English only,Yes,28
60-74,Male,Newfoundland and Labrador,Less than high school,English only,No,1
60-74,Male,Newfoundland and Labrador,Less than high school,English only,Yes,44
60-74,Male,Newfoundland and Labrador,University below the bachelor's level,English only,Yes,5
60-74,Male,Nova Scotia,Bachelor's degree,Both English and French,No,1
60-74,Male,Nova Scotia,Bachelor's degree,Both English and French,Yes,4
60-74,Male,Nova Scotia,Bachelor's degree,English only,No,9
60-74,Male,Nova Scotia,Bachelor's degree,English only,Yes,18
60-74,Male,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,4
60-74,Male,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,No,7
60-74,Male,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,41
60-74,Male,Nova Scotia,Degree above the bachelor's level,Both English and French,Yes,1
60-74,Male,Nova Scotia,Degree above the bachelor's level,English only,No,5
60-74,Male,Nova Scotia,Degree above the bachelor's level,English only,Yes,11
60-74,Male,Nova Scotia,Don't know/ Prefer not to answer,Both English and French,Yes,1
60-74,Male,Nova Scotia,Don't know/ Prefer not to answer,English only,No,1
60-74,Male,Nova Scotia,High school diploma or its equivalent,Both English and French,Yes,2
60-74,Male,Nova Scotia,High school diploma or its equivalent,English only,No,6
60-74,Male,Nova Scotia,High school diploma or its equivalent,English only,Yes,38
60-74,Male,Nova Scotia,Less than high school,Both English and French,Yes,4
60-74,Male,Nova Scotia,Less than high school,English only,No,6
60-74,Male,Nova Scotia,Less than high school,English only,Yes,37
60-74,Male,Nova Scotia,University below the bachelor's level,English only,No,1
60-74,Male,Nova Scotia,University below the bachelor's level,English only,Yes,3
60-74,Male,Ontario,Bachelor's degree,Both English and French,No,4
60-74,Male,Ontario,Bachelor's degree,Both English and French,Yes,16
60-74,Male,Ontario,Bachelor's degree,English only,No,19
60-74,Male,Ontario,Bachelor's degree,English only,Yes,80
60-74,Male,Ontario,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,4
60-74,Male,Ontario,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,22
60-74,Male,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,No,33
60-74,Male,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,Yes,142
60-74,Male,Ontario,Degree above the bachelor's level,Both English and French,No,4
60-74,Male,Ontario,Degree above the bachelor's level,Both English and French,Yes,15
60-74,Male,Ontario,Degree above the bachelor's level,English only,No,13
60-74,Male,Ontario,Degree above the bachelor's level,English only,Yes,50
60-74,Male,Ontario,Don't know/ Prefer not to answer,Both English and French,No,1
60-74,Male,Ontario,Don't know/ Prefer not to answer,Both English and French,Yes,1
60-74,Male,Ontario,Don't know/ Prefer not to answer,English only,No,1
60-74,Male,Ontario,Don't know/ Prefer not to answer,English only,Yes,7
60-74,Male,Ontario,Don't know/ Prefer not to answer,Neither English nor French,No,2
60-74,Male,Ontario,High school diploma or its equivalent,Both English and French,No,2
60-74,Male,Ontario,High school diploma or its equivalent,Both English and French,Yes,13
60-74,Male,Ontario,High school diploma or its equivalent,English only,No,40
60-74,Male,Ontario,High school diploma or its equivalent,English only,Yes,125
60-74,Male,Ontario,High school diploma or its equivalent,French only,Yes,2
60-74,Male,Ontario,High school diploma or its equivalent,Neither English nor French,Yes,1
60-74,Male,Ontario,Less than high school,Both English and French,No,1
60-74,Male,Ontario,Less than high school,Both English and French,Yes,14
60-74,Male,Ontario,Less than high school,English only,No,13
60-74,Male,Ontario,Less than high school,English only,Yes,63
60-74,Male,Ontario,Less than high school,French only,Yes,2
60-74,Male,Ontario,University below the bachelor's level,Both English and French,Yes,1
60-74,Male,Ontario,University below the bachelor's level,English only,No,1
60-74,Male,Ontario,University below the bachelor's level,English only,Yes,23
60-74,Male,Prince Edward Island,Bachelor's degree,Both English and French,Yes,3
60-74,Male,Prince Edward Island,Bachelor's degree,English only,No,3
60-74,Male,Prince Edward Island,Bachelor's degree,English only,Yes,10
60-74,Male,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,1
60-74,Male,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",English only,No,4
60-74,Male,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",English only,Yes,20
60-74,Male,Prince Edward Island,Degree above the bachelor's level,Both English and French,No,2
60-74,Male,Prince Edward Island,Degree above the bachelor's level,Both English and French,Yes,1
60-74,Male,Prince Edward Island,Degree above the bachelor's level,English only,No,1
60-74,Male,Prince Edward Island,Degree above the bachelor's level,English only,Yes,6
60-74,Male,Prince Edward Island,Don't know/ Prefer not to answer,Both English and French,No,1
60-74,Male,Prince Edward Island,Don't know/ Prefer not to answer,English only,Yes,1
60-74,Male,Prince Edward Island,High school diploma or its equivalent,Both English and French,Yes,1
60-74,Male,Prince Edward Island,High school diploma or its equivalent,English only,No,3
60-74,Male,Prince Edward Island,High school diploma or its equivalent,English only,Yes,19
60-74,Male,Prince Edward Island,Less than high school,Both English and French,Yes,3
60-74,Male,Prince Edward Island,Less than high school,English only,No,1
60-74,Male,Prince Edward Island,Less than high school,English only,Yes,15
60-74,Male,Prince Edward Island,University below the bachelor's level,English only,Yes,3
60-74,Male,Quebec,Bachelor's degree,Both English and French,No,2
60-74,Male,Quebec,Bachelor's degree,Both English and French,Yes,39
60-74,Male,Quebec,Bachelor's degree,English only,Yes,2
60-74,Male,Quebec,Bachelor's degree,French only,Yes,30
60-74,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,5
60-74,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,48
60-74,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",English only,Yes,2
60-74,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,No,2
60-74,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,Yes,59
60-74,Male,Quebec,Degree above the bachelor's level,Both English and French,No,7
60-74,Male,Quebec,Degree above the bachelor's level,Both English and French,Yes,26
60-74,Male,Quebec,Degree above the bachelor's level,French only,No,1
60-74,Male,Quebec,Degree above the bachelor's level,French only,Yes,10
60-74,Male,Quebec,Don't know/ Prefer not to answer,Both English and French,No,1
60-74,Male,Quebec,Don't know/ Prefer not to answer,Both English and French,Yes,1
60-74,Male,Quebec,Don't know/ Prefer not to answer,French only,Yes,1
60-74,Male,Quebec,Don't know/ Prefer not to answer,Neither English nor French,No,1
60-74,Male,Quebec,High school diploma or its equivalent,Both English and French,No,4
60-74,Male,Quebec,High school diploma or its equivalent,Both English and French,Yes,53
60-74,Male,Quebec,High school diploma or its equivalent,English only,Yes,7
60-74,Male,Quebec,High school diploma or its equivalent,French only,No,4
60-74,Male,Quebec,High school diploma or its equivalent,French only,Yes,60
60-74,Male,Quebec,Less than high school,Both English and French,Yes,15
60-74,Male,Quebec,Less than high school,English only,Yes,2
60-74,Male,Quebec,Less than high school,French only,No,4
60-74,Male,Quebec,Less than high school,French only,Yes,74
60-74,Male,Quebec,University below the bachelor's level,Both English and French,Yes,8
60-74,Male,Quebec,University below the bachelor's level,English only,Yes,1
60-74,Male,Quebec,University below the bachelor's level,French only,No,1
60-74,Male,Quebec,University below the bachelor's level,French only,Yes,4
60-74,Male,Saskatchewan,Bachelor's degree,English only,Yes,14
60-74,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,1
60-74,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,1
60-74,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,No,6
60-74,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,Yes,31
60-74,Male,Saskatchewan,Degree above the bachelor's level,Both English and French,No,1
60-74,Male,Saskatchewan,Degree above the bachelor's level,Both English and French,Yes,3
60-74,Male,Saskatchewan,Degree above the bachelor's level,English only,No,1
60-74,Male,Saskatchewan,Degree above the bachelor's level,English only,Yes,6
60-74,Male,Saskatchewan,Don't know/ Prefer not to answer,English only,Yes,2
60-74,Male,Saskatchewan,Don't know/ Prefer not to answer,Neither English nor French,No,2
60-74,Male,Saskatchewan,High school diploma or its equivalent,Both English and French,Yes,1
60-74,Male,Saskatchewan,High school diploma or its equivalent,English only,No,9
60-74,Male,Saskatchewan,High school diploma or its equivalent,English only,Yes,41
60-74,Male,Saskatchewan,Less than high school,Both English and French,Yes,2
60-74,Male,Saskatchewan,Less than high school,English only,No,5
60-74,Male,Saskatchewan,Less than high school,English only,Yes,16
60-74,Male,Saskatchewan,University below the bachelor's level,English only,No,1
60-74,Male,Saskatchewan,University below the bachelor's level,English only,Yes,4
75+,Female,Alberta,Bachelor's degree,English only,No,2
75+,Female,Alberta,Bachelor's degree,English only,Yes,9
75+,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,1
75+,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",English only,No,2
75+,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",English only,Yes,24
75+,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",Neither English nor French,No,1
75+,Female,Alberta,Degree above the bachelor's level,Both English and French,Yes,1
75+,Female,Alberta,Degree above the bachelor's level,English only,Yes,2
75+,Female,Alberta,Don't know/ Prefer not to answer,English only,No,2
75+,Female,Alberta,Don't know/ Prefer not to answer,English only,Yes,1
75+,Female,Alberta,Don't know/ Prefer not to answer,Neither English nor French,No,1
75+,Female,Alberta,High school diploma or its equivalent,English only,No,3
75+,Female,Alberta,High school diploma or its equivalent,English only,Yes,18
75+,Female,Alberta,Less than high school,Both English and French,Yes,1
75+,Female,Alberta,Less than high school,English only,No,2
75+,Female,Alberta,Less than high school,English only,Yes,25
75+,Female,Alberta,University below the bachelor's level,English only,Yes,2
75+,Female,British Columbia,Bachelor's degree,Both English and French,No,2
75+,Female,British Columbia,Bachelor's degree,Both English and French,Yes,1
75+,Female,British Columbia,Bachelor's degree,English only,No,3
75+,Female,British Columbia,Bachelor's degree,English only,Yes,14
75+,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,3
75+,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,No,12
75+,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,36
75+,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",Neither English nor French,No,1
75+,Female,British Columbia,Degree above the bachelor's level,Both English and French,Yes,1
75+,Female,British Columbia,Degree above the bachelor's level,English only,No,1
75+,Female,British Columbia,Degree above the bachelor's level,English only,Yes,11
75+,Female,British Columbia,Don't know/ Prefer not to answer,English only,No,1
75+,Female,British Columbia,Don't know/ Prefer not to answer,English only,Yes,1
75+,Female,British Columbia,Don't know/ Prefer not to answer,Neither English nor French,No,1
75+,Female,British Columbia,High school diploma or its equivalent,Both English and French,No,1
75+,Female,British Columbia,High school diploma or its equivalent,English only,No,12
75+,Female,British Columbia,High school diploma or its equivalent,English only,Yes,53
75+,Female,British Columbia,Less than high school,Both English and French,Yes,2
75+,Female,British Columbia,Less than high school,English only,No,5
75+,Female,British Columbia,Less than high school,English only,Yes,37
75+,Female,British Columbia,Less than high school,Neither English nor French,No,2
75+,Female,British Columbia,Less than high school,Neither English nor French,Yes,1
75+,Female,British Columbia,University below the bachelor's level,Both English and French,Yes,1
75+,Female,British Columbia,University below the bachelor's level,English only,No,3
75+,Female,British Columbia,University below the bachelor's level,English only,Yes,12
75+,Female,Manitoba,Bachelor's degree,Both English and French,No,1
75+,Female,Manitoba,Bachelor's degree,English only,Yes,6
75+,Female,Manitoba,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,2
75+,Female,Manitoba,"College, CEGEP, or other technical or non-university certificate",English only,Yes,19
75+,Female,Manitoba,Degree above the bachelor's level,English only,No,1
75+,Female,Manitoba,Degree above the bachelor's level,English only,Yes,2
75+,Female,Manitoba,Don't know/ Prefer not to answer,English only,No,1
75+,Female,Manitoba,Don't know/ Prefer not to answer,Neither English nor French,No,1
75+,Female,Manitoba,High school diploma or its equivalent,Both English and French,Yes,2
75+,Female,Manitoba,High school diploma or its equivalent,English only,No,2
75+,Female,Manitoba,High school diploma or its equivalent,English only,Yes,20
75+,Female,Manitoba,Less than high school,English only,No,2
75+,Female,Manitoba,Less than high school,English only,Yes,40
75+,Female,Manitoba,University below the bachelor's level,English only,Yes,1
75+,Female,New Brunswick,Bachelor's degree,Both English and French,Yes,1
75+,Female,New Brunswick,Bachelor's degree,English only,Yes,8
75+,Female,New Brunswick,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,2
75+,Female,New Brunswick,"College, CEGEP, or other technical or non-university certificate",English only,Yes,27
75+,Female,New Brunswick,"College, CEGEP, or other technical or non-university certificate",Neither English nor French,No,1
75+,Female,New Brunswick,Degree above the bachelor's level,Both English and French,Yes,1
75+,Female,New Brunswick,Degree above the bachelor's level,English only,Yes,3
75+,Female,New Brunswick,Don't know/ Prefer not to answer,English only,Yes,1
75+,Female,New Brunswick,High school diploma or its equivalent,Both English and French,Yes,5
75+,Female,New Brunswick,High school diploma or its equivalent,English only,No,4
75+,Female,New Brunswick,High school diploma or its equivalent,English only,Yes,21
75+,Female,New Brunswick,Less than high school,Both English and French,Yes,8
75+,Female,New Brunswick,Less than high school,English only,No,1
75+,Female,New Brunswick,Less than high school,English only,Yes,29
75+,Female,New Brunswick,Less than high school,French only,Yes,6
75+,Female,New Brunswick,University below the bachelor's level,English only,Yes,3
75+,Female,Newfoundland and Labrador,Bachelor's degree,Both English and French,Yes,1
75+,Female,Newfoundland and Labrador,Bachelor's degree,English only,No,1
75+,Female,Newfoundland and Labrador,Bachelor's degree,English only,Yes,3
75+,Female,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",English only,Yes,16
75+,Female,Newfoundland and Labrador,Degree above the bachelor's level,Both English and French,No,1
75+,Female,Newfoundland and Labrador,Degree above the bachelor's level,Both English and French,Yes,1
75+,Female,Newfoundland and Labrador,Degree above the bachelor's level,English only,No,1
75+,Female,Newfoundland and Labrador,Degree above the bachelor's level,English only,Yes,1
75+,Female,Newfoundland and Labrador,Don't know/ Prefer not to answer,English only,No,1
75+,Female,Newfoundland and Labrador,High school diploma or its equivalent,English only,Yes,12
75+,Female,Newfoundland and Labrador,Less than high school,English only,Yes,32
75+,Female,Newfoundland and Labrador,University below the bachelor's level,English only,Yes,2
75+,Female,Nova Scotia,Bachelor's degree,English only,No,1
75+,Female,Nova Scotia,Bachelor's degree,English only,Yes,6
75+,Female,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,No,1
75+,Female,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,34
75+,Female,Nova Scotia,Degree above the bachelor's level,English only,No,1
75+,Female,Nova Scotia,Degree above the bachelor's level,English only,Yes,4
75+,Female,Nova Scotia,Don't know/ Prefer not to answer,English only,Yes,1
75+,Female,Nova Scotia,High school diploma or its equivalent,Both English and French,Yes,1
75+,Female,Nova Scotia,High school diploma or its equivalent,English only,No,2
75+,Female,Nova Scotia,High school diploma or its equivalent,English only,Yes,18
75+,Female,Nova Scotia,Less than high school,Both English and French,Yes,6
75+,Female,Nova Scotia,Less than high school,English only,No,3
75+,Female,Nova Scotia,Less than high school,English only,Yes,32
75+,Female,Nova Scotia,University below the bachelor's level,English only,Yes,7
75+,Female,Ontario,Bachelor's degree,Both English and French,No,1
75+,Female,Ontario,Bachelor's degree,Both English and French,Yes,7
75+,Female,Ontario,Bachelor's degree,English only,No,3
75+,Female,Ontario,Bachelor's degree,English only,Yes,36
75+,Female,Ontario,Bachelor's degree,French only,Yes,1
75+,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,9
75+,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,No,8
75+,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,Yes,100
75+,Female,Ontario,Degree above the bachelor's level,Both English and French,Yes,1
75+,Female,Ontario,Degree above the bachelor's level,English only,No,6
75+,Female,Ontario,Degree above the bachelor's level,English only,Yes,13
75+,Female,Ontario,Don't know/ Prefer not to answer,Both English and French,Yes,2
75+,Female,Ontario,Don't know/ Prefer not to answer,English only,No,1
75+,Female,Ontario,Don't know/ Prefer not to answer,English only,Yes,6
75+,Female,Ontario,High school diploma or its equivalent,Both English and French,Yes,9
75+,Female,Ontario,High school diploma or its equivalent,English only,No,6
75+,Female,Ontario,High school diploma or its equivalent,English only,Yes,113
75+,Female,Ontario,High school diploma or its equivalent,French only,Yes,1
75+,Female,Ontario,Less than high school,Both English and French,No,1
75+,Female,Ontario,Less than high school,Both English and French,Yes,9
75+,Female,Ontario,Less than high school,English only,No,3
75+,Female,Ontario,Less than high school,English only,Yes,101
75+,Female,Ontario,Less than high school,French only,Yes,3
75+,Female,Ontario,Less than high school,Neither English nor French,No,1
75+,Female,Ontario,University below the bachelor's level,English only,No,2
75+,Female,Ontario,University below the bachelor's level,English only,Yes,19
75+,Female,Ontario,University below the bachelor's level,French only,Yes,1
75+,Female,Prince Edward Island,Bachelor's degree,Both English and French,Yes,1
75+,Female,Prince Edward Island,Bachelor's degree,English only,No,1
75+,Female,Prince Edward Island,Bachelor's degree,English only,Yes,4
75+,Female,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",English only,Yes,22
75+,Female,Prince Edward Island,Degree above the bachelor's level,English only,Yes,4
75+,Female,Prince Edward Island,Don't know/ Prefer not to answer,English only,Yes,2
75+,Female,Prince Edward Island,High school diploma or its equivalent,Both English and French,Yes,1
75+,Female,Prince Edward Island,High school diploma or its equivalent,English only,Yes,13
75+,Female,Prince Edward Island,Less than high school,Both English and French,Yes,2
75+,Female,Prince Edward Island,Less than high school,English only,Yes,21
75+,Female,Prince Edward Island,University below the bachelor's level,Both English and French,Yes,1
75+,Female,Prince Edward Island,University below the bachelor's level,English only,Yes,1
75+,Female,Quebec,Bachelor's degree,Both English and French,No,2
75+,Female,Quebec,Bachelor's degree,Both English and French,Yes,9
75+,Female,Quebec,Bachelor's degree,English only,Yes,3
75+,Female,Quebec,Bachelor's degree,French only,Yes,17
75+,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,2
75+,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,20
75+,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",English only,Yes,1
75+,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,No,1
75+,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,Yes,26
75+,Female,Quebec,Degree above the bachelor's level,French only,No,1
75+,Female,Quebec,Degree above the bachelor's level,French only,Yes,1
75+,Female,Quebec,Don't know/ Prefer not to answer,Both English and French,Yes,1
75+,Female,Quebec,Don't know/ Prefer not to answer,English only,Yes,1
75+,Female,Quebec,Don't know/ Prefer not to answer,French only,No,1
75+,Female,Quebec,Don't know/ Prefer not to answer,French only,Yes,3
75+,Female,Quebec,High school diploma or its equivalent,Both English and French,Yes,16
75+,Female,Quebec,High school diploma or its equivalent,English only,No,1
75+,Female,Quebec,High school diploma or its equivalent,English only,Yes,4
75+,Female,Quebec,High school diploma or its equivalent,French only,Yes,47
75+,Female,Quebec,Less than high school,Both English and French,Yes,32
75+,Female,Quebec,Less than high school,English only,Yes,4
75+,Female,Quebec,Less than high school,French only,Yes,102
75+,Female,Quebec,Less than high school,Neither English nor French,No,1
75+,Female,Quebec,University below the bachelor's level,Both English and French,Yes,3
75+,Female,Quebec,University below the bachelor's level,English only,Yes,1
75+,Female,Quebec,University below the bachelor's level,French only,No,2
75+,Female,Quebec,University below the bachelor's level,French only,Yes,6
75+,Female,Saskatchewan,Bachelor's degree,English only,Yes,9
75+,Female,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,2
75+,Female,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,No,2
75+,Female,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,Yes,25
75+,Female,Saskatchewan,Degree above the bachelor's level,Both English and French,No,1
75+,Female,Saskatchewan,Degree above the bachelor's level,English only,Yes,1
75+,Female,Saskatchewan,Don't know/ Prefer not to answer,Both English and French,No,1
75+,Female,Saskatchewan,Don't know/ Prefer not to answer,English only,Yes,2
75+,Female,Saskatchewan,High school diploma or its equivalent,Both English and French,Yes,1
75+,Female,Saskatchewan,High school diploma or its equivalent,English only,No,1
75+,Female,Saskatchewan,High school diploma or its equivalent,English only,Yes,20
75+,Female,Saskatchewan,Less than high school,English only,No,1
75+,Female,Saskatchewan,Less than high school,English only,Yes,38
75+,Female,Saskatchewan,University below the bachelor's level,Both English and French,Yes,1
75+,Female,Saskatchewan,University below the bachelor's level,English only,No,2
75+,Female,Saskatchewan,University below the bachelor's level,English only,Yes,6
75+,Male,Alberta,Bachelor's degree,English only,Yes,7
75+,Male,Alberta,"College, CEGEP, or other technical or non-university certificate",English only,Yes,20
75+,Male,Alberta,Degree above the bachelor's level,English only,No,3
75+,Male,Alberta,Degree above the bachelor's level,English only,Yes,5
75+,Male,Alberta,High school diploma or its equivalent,Both English and French,No,1
75+,Male,Alberta,High school diploma or its equivalent,English only,No,1
75+,Male,Alberta,High school diploma or its equivalent,English only,Yes,10
75+,Male,Alberta,High school diploma or its equivalent,Neither English nor French,No,1
75+,Male,Alberta,Less than high school,English only,No,3
75+,Male,Alberta,Less than high school,English only,Yes,19
75+,Male,Alberta,University below the bachelor's level,Both English and French,Yes,1
75+,Male,Alberta,University below the bachelor's level,English only,Yes,2
75+,Male,British Columbia,Bachelor's degree,Both English and French,No,2
75+,Male,British Columbia,Bachelor's degree,Both English and French,Yes,2
75+,Male,British Columbia,Bachelor's degree,English only,No,7
75+,Male,British Columbia,Bachelor's degree,English only,Yes,16
75+,Male,British Columbia,Bachelor's degree,Neither English nor French,No,1
75+,Male,British Columbia,Bachelor's degree,Neither English nor French,Yes,2
75+,Male,British Columbia,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,3
75+,Male,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,No,8
75+,Male,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,28
75+,Male,British Columbia,Degree above the bachelor's level,Both English and French,Yes,1
75+,Male,British Columbia,Degree above the bachelor's level,English only,No,10
75+,Male,British Columbia,Degree above the bachelor's level,English only,Yes,6
75+,Male,British Columbia,Don't know/ Prefer not to answer,English only,Yes,1
75+,Male,British Columbia,High school diploma or its equivalent,Both English and French,No,1
75+,Male,British Columbia,High school diploma or its equivalent,English only,No,12
75+,Male,British Columbia,High school diploma or its equivalent,English only,Yes,26
75+,Male,British Columbia,High school diploma or its equivalent,Neither English nor French,No,1
75+,Male,British Columbia,Less than high school,English only,No,7
75+,Male,British Columbia,Less than high school,English only,Yes,28
75+,Male,British Columbia,Less than high school,Neither English nor French,No,1
75+,Male,British Columbia,University below the bachelor's level,Both English and French,Yes,1
75+,Male,British Columbia,University below the bachelor's level,English only,No,5
75+,Male,British Columbia,University below the bachelor's level,English only,Yes,4
75+,Male,Manitoba,Bachelor's degree,Both English and French,Yes,1
75+,Male,Manitoba,Bachelor's degree,English only,No,1
75+,Male,Manitoba,Bachelor's degree,English only,Yes,12
75+,Male,Manitoba,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,1
75+,Male,Manitoba,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,1
75+,Male,Manitoba,"College, CEGEP, or other technical or non-university certificate",English only,No,1
75+,Male,Manitoba,"College, CEGEP, or other technical or non-university certificate",English only,Yes,15
75+,Male,Manitoba,Degree above the bachelor's level,English only,No,1
75+,Male,Manitoba,Degree above the bachelor's level,English only,Yes,4
75+,Male,Manitoba,High school diploma or its equivalent,Both English and French,Yes,6
75+,Male,Manitoba,High school diploma or its equivalent,English only,No,2
75+,Male,Manitoba,High school diploma or its equivalent,English only,Yes,11
75+,Male,Manitoba,Less than high school,Both English and French,No,1
75+,Male,Manitoba,Less than high school,Both English and French,Yes,1
75+,Male,Manitoba,Less than high school,English only,No,5
75+,Male,Manitoba,Less than high school,English only,Yes,23
75+,Male,Manitoba,University below the bachelor's level,English only,Yes,5
75+,Male,New Brunswick,Bachelor's degree,Both English and French,Yes,2
75+,Male,New Brunswick,Bachelor's degree,English only,Yes,3
75+,Male,New Brunswick,"College, CEGEP, or other technical or non-university certificate",English only,No,1
75+,Male,New Brunswick,"College, CEGEP, or other technical or non-university certificate",English only,Yes,13
75+,Male,New Brunswick,"College, CEGEP, or other technical or non-university certificate",French only,Yes,1
75+,Male,New Brunswick,Degree above the bachelor's level,Both English and French,Yes,3
75+,Male,New Brunswick,Degree above the bachelor's level,English only,No,3
75+,Male,New Brunswick,Degree above the bachelor's level,English only,Yes,3
75+,Male,New Brunswick,Don't know/ Prefer not to answer,English only,Yes,1
75+,Male,New Brunswick,High school diploma or its equivalent,Both English and French,Yes,2
75+,Male,New Brunswick,High school diploma or its equivalent,English only,Yes,7
75+,Male,New Brunswick,High school diploma or its equivalent,French only,Yes,1
75+,Male,New Brunswick,Less than high school,Both English and French,No,1
75+,Male,New Brunswick,Less than high school,Both English and French,Yes,8
75+,Male,New Brunswick,Less than high school,English only,Yes,22
75+,Male,New Brunswick,University below the bachelor's level,Both English and French,Yes,1
75+,Male,New Brunswick,University below the bachelor's level,English only,Yes,2
75+,Male,Newfoundland and Labrador,Bachelor's degree,Both English and French,Yes,1
75+,Male,Newfoundland and Labrador,Bachelor's degree,English only,Yes,2
75+,Male,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",English only,Yes,12
75+,Male,Newfoundland and Labrador,Degree above the bachelor's level,English only,No,2
75+,Male,Newfoundland and Labrador,Degree above the bachelor's level,English only,Yes,4
75+,Male,Newfoundland and Labrador,Don't know/ Prefer not to answer,English only,Yes,3
75+,Male,Newfoundland and Labrador,High school diploma or its equivalent,English only,Yes,9
75+,Male,Newfoundland and Labrador,Less than high school,English only,Yes,16
75+,Male,Newfoundland and Labrador,University below the bachelor's level,English only,Yes,3
75+,Male,Nova Scotia,Bachelor's degree,Both English and French,No,1
75+,Male,Nova Scotia,Bachelor's degree,Both English and French,Yes,2
75+,Male,Nova Scotia,Bachelor's degree,English only,No,1
75+,Male,Nova Scotia,Bachelor's degree,English only,Yes,7
75+,Male,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,No,1
75+,Male,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,13
75+,Male,Nova Scotia,Degree above the bachelor's level,Both English and French,No,1
75+,Male,Nova Scotia,Degree above the bachelor's level,Both English and French,Yes,1
75+,Male,Nova Scotia,Degree above the bachelor's level,English only,No,2
75+,Male,Nova Scotia,Degree above the bachelor's level,English only,Yes,5
75+,Male,Nova Scotia,Don't know/ Prefer not to answer,English only,Yes,2
75+,Male,Nova Scotia,High school diploma or its equivalent,Both English and French,Yes,2
75+,Male,Nova Scotia,High school diploma or its equivalent,English only,Yes,10
75+,Male,Nova Scotia,High school diploma or its equivalent,Neither English nor French,No,1
75+,Male,Nova Scotia,Less than high school,Both English and French,Yes,1
75+,Male,Nova Scotia,Less than high school,English only,No,4
75+,Male,Nova Scotia,Less than high school,English only,Yes,26
